id,per.capita,white.per.capita,black.per.capita,native.american.per.capita,asian.per.capita,pacific.islander.per.capita,other.per.capita,two.races.per.capita,hisp.per.capita,non.hisp.per.capita
18049953100,17159,17334,-,N,10405,-,3939,20949,19349,17029
18049953200,19861,20088,26339,-,-,-,N,-,7610,20237
18049953300,20237,20648,N,N,-,-,-,15043,-,20648
18049953400,30018,30341,26168,-,-,-,N,-,17264,30645
18049953500,19494,20393,-,-,-,-,10917,6311,11050,20608
18051050100,21000,21300,N,N,N,-,-,20823,N,21423
18051050200,25500,25811,20657,-,-,-,-,-,15684,25835
18051050300,18658,18759,-,-,N,-,N,16478,22845,18770
18051050401,24248,25337,5645,-,-,-,-,17009,-,25337
18051050402,29176,29416,44867,N,-,-,-,N,-,29416
18051050501,17579,18179,N,-,N,-,N,N,N,18179
18051050502,19712,21147,6688,-,N,-,11142,-,9909,21663
18053000100,17545,16948,17338,23534,N,-,18005,N,15106,17126
18053000200,11639,15098,8585,-,N,-,8357,3874,7339,15525
18053000400,15985,14797,31475,5135,N,-,N,24963,14017,14889
18053000500,29270,31104,22843,-,31355,-,N,6366,N,31387
18053000600,15123,16620,14342,-,-,-,8071,1823,4621,17119
18053000700,15096,16558,10956,-,-,-,N,10923,10827,16594
18053000800,14437,14683,12783,N,N,-,N,-,27239,14337
18053000900,18344,19375,4999,-,N,-,-,14613,7474,19504
18053010100,31649,31588,-,-,43244,-,13886,28618,10175,32402
18053010200,23013,23051,28628,-,-,-,N,N,10402,23187
18053010300,20682,20546,N,-,-,-,N,17914,N,20546
18053010400,20792,20816,-,N,18254,-,-,16578,-,20816
18053010500,19156,18991,N,-,N,-,-,N,21320,18968
18053010600,21876,22427,25354,-,-,-,N,7567,4960,23541
18053010700,16036,16326,7612,-,N,-,N,N,9176,16469
18053010800,24745,24026,30096,N,-,-,-,53838,5818,24036
18055954701,21948,21276,-,-,-,-,N,N,N,21276
18055954702,24313,24524,-,-,-,-,N,14106,N,24524
18055954800,19022,18882,-,-,-,-,-,61508,-,18882
18055954900,19642,19886,-,10101,-,-,N,-,6524,19947
18055955000,15778,15937,-,-,-,-,1900,N,8212,15936
18055955100,20957,20988,-,N,-,-,-,-,-,20988
18055955200,19356,19734,N,-,-,-,-,N,-,19734
18055955300,19702,20163,-,-,N,-,N,3478,7908,20145
18055955400,24703,24704,-,-,-,-,-,N,N,25041
18057110100,25081,27302,11236,N,22496,-,24769,N,13428,27751
18057110201,25832,25959,N,43311,-,-,N,13689,13680,26244
18057110202,33972,33890,N,N,96866,-,11759,43602,17164,34740
18057110300,31230,31229,N,-,31583,-,N,28698,18551,31546
18057110401,23679,24275,N,-,-,-,N,-,10007,24729
18057110403,27908,28303,26614,-,28148,N,19023,26916,19256,28879
18057110404,44528,45081,38708,-,39257,-,N,N,51226,45081
18057110505,28757,28786,N,-,N,-,N,N,20554,29134
18057110506,35090,34098,28094,-,118930,-,-,-,27108,34167
18057110507,37428,38589,27253,-,23130,-,45523,10197,27538,38978
18057110508,31826,32010,46401,-,31348,-,15277,22935,24949,32325
18057110509,28436,28317,-,-,N,-,-,-,-,28317
18057110511,29897,31080,17949,-,13781,-,N,N,5509,31182
18057110512,40421,40844,23923,-,-,-,N,N,N,40667
18057110600,23787,24239,12587,N,N,-,-,N,18646,24450
18057110700,22877,23983,21284,3485,-,-,N,14557,N,23983
18057110804,51772,50955,84756,-,48301,-,N,25474,12503,51829
18057110805,47295,47638,61113,-,40898,-,N,N,34216,47682
18057110806,28358,28378,31397,-,33171,-,N,17747,7469,29194
18057110807,35752,40177,21696,-,24862,-,10064,N,20837,40900
18057110808,38088,40387,29545,N,35031,-,19466,11096,26576,40940
18057110809,35344,36592,45534,-,19661,-,31942,-,36010,36394
18057110810,36193,36748,30310,-,24573,-,-,N,N,36768
18057110811,38565,39245,32983,-,N,-,N,N,16243,40204
18057110812,33377,33362,N,N,48328,N,-,N,29939,33548
18057110903,52660,52194,51040,-,60005,-,32114,9823,39209,52480
18057110904,47538,51333,34890,N,28769,-,-,6557,171,52383
18057110905,27353,27584,N,-,N,-,-,N,17673,28519
18057110906,43460,43254,N,-,50224,-,98081,21635,44053,43727
18057110907,51560,51343,N,-,58495,-,-,-,67583,50862
18057110908,48813,50553,46164,N,47902,-,23375,N,18925,51531
18057111001,66218,65647,28633,-,70208,-,-,137488,391945,65745
18057111003,45868,46481,32063,-,64799,-,N,N,21744,46660
18057111004,47782,46374,114247,N,N,-,-,N,N,46350
18057111006,39052,40383,17423,N,26933,-,-,11873,19094,41549
18057111007,26684,27860,19944,N,7211,N,-,14599,N,27939
18057111008,34442,37291,36206,-,28522,-,13310,-,14463,37392
18057111101,46408,46744,29370,N,28334,-,-,N,N,45897
18057111102,50239,51762,58673,N,29236,N,N,N,26071,52033
18059410100,26476,26467,-,-,-,-,N,N,49310,26346
18059410200,26501,27495,21711,N,20392,-,14735,4109,17951,27746
18059410300,32141,32497,19543,N,N,-,-,N,30732,32525
18059410400,20761,21000,4337,N,N,-,N,N,20133,21000
18059410500,20192,20835,N,-,-,-,11814,2191,6652,20835
18059410600,23687,23246,N,N,N,-,N,14369,5830,23862
18059410700,28764,28734,N,-,N,-,16612,29398,24104,28668
18059410800,32118,32562,13413,-,N,-,N,10188,-,32562
18059410900,31988,33491,17448,-,N,-,N,N,26585,33554
18059411000,28018,27479,-,-,23075,-,N,97380,33355,27341
18061060100,22773,23140,-,N,-,-,-,3189,-,23140
18061060200,21452,21352,-,-,-,-,-,40776,N,21368
18061060300,22466,23039,N,-,-,-,6914,N,7651,23634
18061060400,23286,23787,56725,-,N,-,5702,3798,3951,23787
18061060500,26648,27047,-,-,15690,-,-,N,-,27047
18061060600,25004,25385,N,30276,-,-,N,5547,N,25385
18063210102,29619,30052,26142,44661,32279,-,21721,23084,12284,30513
18063210103,42037,42308,-,-,N,-,-,-,11922,42842
18063210104,33928,34479,33679,N,15929,-,-,23666,18605,34961
18063210201,25593,28046,4347,-,26699,-,6104,-,22665,27763
18063210202,27175,27392,23225,-,N,-,-,-,24185,27429
18063210300,27902,27663,N,-,14813,-,-,N,12253,27788
18063210400,27239,27416,N,-,12400,-,-,21233,18271,27580
18063210501,33426,33950,-,811,N,-,N,N,N,33950
18063210502,25407,25823,-,-,N,-,12200,N,N,25851
18063210603,35942,36086,55739,-,24506,-,N,20526,45653,36071
18063210604,25201,26572,15301,-,25218,-,15042,18475,16664,27089
18063210605,35156,35800,19036,-,32846,-,23523,30092,17353,36491
18063210606,26050,27919,16796,N,25091,-,15520,18744,14721,28339
18063210607,21493,22181,18771,N,N,-,14576,-,12683,23040
18063210608,29125,30313,N,-,-,-,-,41926,N,30420
18063210700,26896,29417,6804,N,N,-,19042,3603,13829,29790
18063210801,28518,28791,N,-,-,-,-,N,N,28718
18063210802,24675,25253,N,-,-,-,-,N,20863,25274
18063210900,25381,25239,-,-,N,-,N,-,12898,25436
18063211000,28572,29196,30842,N,5274,-,-,15374,21778,29256
18063211100,22600,22663,-,-,-,-,-,N,50453,22358
18065975500,15954,19441,1401,126,-,N,-,2086,-,19694
18065975600,21769,21676,-,-,N,-,13681,N,7642,22663
18065975700,23295,23264,-,N,-,-,-,N,7375,23488
18065975800,23544,23638,-,-,38968,-,-,N,N,23569
18065975900,24403,24305,N,-,N,-,-,-,-,24305
18065976000,17402,17360,N,N,N,-,N,15389,N,17360
18065976100,15789,15627,28992,-,-,-,-,N,N,15710
18065976300,16495,16186,N,-,-,-,-,N,-,16186
18065976400,21472,21409,N,-,-,-,-,N,13711,21497
18065976500,11425,12159,803,-,-,-,-,11412,N,12221
18065976600,15686,15765,N,-,-,N,N,-,N,15765
18065976700,21298,21201,N,-,-,-,-,16296,-,21201
18065976800,20071,20170,N,-,-,-,-,8528,9880,20182
18067000200,14572,14015,15667,N,-,-,N,N,8741,14889
18067000300,17184,18041,12030,-,-,-,N,8966,3765,18084
18067000400,14939,15604,10839,N,-,-,-,N,N,15663
18067000500,17601,18212,8154,-,-,-,17571,N,13773,18494
18067000600,19126,21625,8684,-,9753,N,7555,993,3125,21805
18067000700,22476,24770,11893,N,-,-,14129,2341,18087,24618
18067000800,26060,27505,20263,-,N,-,7245,N,8621,27489
18067000900,14530,15908,6183,-,-,N,6447,7169,12113,15992
18067001000,25965,27226,10416,-,-,-,-,N,11181,27387
18067001100,22140,25054,9815,N,-,-,7746,N,13271,24950
18067001200,12270,13135,4678,-,N,-,N,8071,12519,13295
18067001300,23949,25375,24338,-,16313,-,N,-,12205,26114
18067001400,25003,26703,13069,-,30105,-,N,N,12965,27327
18067001500,21900,20465,53777,N,-,-,-,51223,24756,20425
18067010100,28152,28285,51255,N,-,-,-,N,72,28773
18067010200,29283,28461,74272,N,14573,-,-,N,15551,28572
18067010300,34012,34897,36669,-,N,-,-,N,8169,35243
18067010400,30823,30847,N,N,-,-,N,N,71348,30597
18067010500,30141,30251,48662,-,26618,-,N,N,N,30282
18067010600,34086,34588,N,N,26984,-,N,N,24783,34749
18069961300,26693,26922,N,-,40094,N,-,6213,N,26838
18069961400,20205,20545,-,-,N,-,-,5893,N,20750
18069961500,15617,16058,-,-,N,-,N,2506,21602,16033
18069961600,18945,18855,-,-,-,-,N,28169,16138,18914
18069961700,24242,24436,-,N,-,-,-,N,21336,24446
18069961800,18533,18869,-,-,9391,-,-,10227,4126,19148
18069961900,21795,21674,-,-,44465,-,N,N,N,21875
18069962000,20394,20620,-,4621,N,-,26088,5615,12620,20993
18069962100,29222,29546,-,N,-,-,N,11134,19676,29683
18071967500,24504,24980,N,N,20166,-,N,-,463,25211
18071967600,20719,19265,N,-,99439,-,N,-,8780,19733
18071967700,24910,25063,N,-,-,-,7735,-,17535,25230
18071967800,18101,18771,-,N,-,-,-,N,14079,18982
18071967901,14343,14668,N,-,N,-,9834,11213,9881,15898
18071967902,21387,21493,11580,-,-,-,-,22039,19441,21688
18071968000,23358,23689,-,N,N,-,-,-,N,23873
18071968100,23887,23887,-,-,-,-,-,-,-,23887
18071968200,22896,22969,-,N,-,-,17308,18800,12513,23255
18071968300,16840,17131,-,-,-,-,N,1618,8540,17457
18073100400,18097,17887,-,-,-,-,N,-,11475,20289
18073100800,23664,24141,3472,4559,-,-,-,8937,14746,24237
18073100901,26045,26221,N,N,-,-,-,-,N,26221
18073100902,27037,27176,-,N,N,-,N,2708,16615,28000
18073101000,24169,24199,-,-,N,-,N,N,20905,24357
18073101100,23671,24179,N,N,N,-,-,9513,N,24194
18073101200,21136,21694,10315,N,22714,-,N,5251,7665,22950
18073101300,20886,21443,2902,27737,N,-,-,15724,35149,21163
18075962700,20792,20846,-,-,-,-,-,11261,3379,21187
18075962800,19247,19323,-,N,-,-,-,9191,N,19266
18075962900,21305,21310,N,-,-,-,-,-,-,21310
18075963000,14143,14518,-,-,-,-,-,7117,-,14518
18075963100,18372,19249,7936,-,-,-,N,8500,8221,19546
18075963200,20233,20452,-,-,6141,-,-,16400,N,20506
18075963300,17477,17555,-,-,-,-,N,-,N,18070
18077966000,28005,28077,18724,-,-,-,-,-,-,28077
18077966100,21010,21573,2824,5906,16815,-,17080,-,10256,21969
18077966200,20492,20667,N,-,-,-,N,N,3649,20710
18077966300,16615,17042,8828,-,6308,-,N,13885,8597,17106
18077966400,17002,17983,6509,-,18391,-,10264,3599,3821,17979
18077966500,23930,24167,19995,-,132120,-,N,N,N,24378
18077966600,28311,30169,-,-,N,-,-,N,-,30169
18079960200,17273,17398,-,-,-,-,-,N,10695,17444
18079960301,20182,20084,-,-,-,-,-,N,N,20265
18079960302,16198,16475,-,-,-,-,N,-,6643,17166
18079960400,20684,20869,N,21158,N,-,-,N,6628,21044
18079960500,17563,17758,N,-,-,-,-,N,-,17758
18079960600,19203,19305,N,-,-,-,-,12455,4098,19393
18081610100,25501,27109,7626,N,16447,-,13116,9647,17567,27436
18081610201,21978,22417,N,-,-,-,6067,N,5389,22933
18081610202,27602,27795,38231,N,28091,-,18537,17355,18972,28246
18081610300,27217,28196,-,N,-,-,4823,N,1372,28727
18081610401,29276,28953,15129,-,N,-,22802,-,15674,29771
18081610403,19981,20282,-,N,-,-,N,-,10316,20577
18081610404,31732,30690,-,-,97558,-,-,N,7668,31537
18081610500,23376,24053,N,N,8349,-,35283,15963,36016,24025
18081610603,33822,34595,-,-,21658,-,-,N,26357,34666
18081610604,35335,35951,N,-,22593,-,N,16658,26356,36042
18081610605,34931,29287,N,N,160564,-,-,N,N,28820
18081610606,31317,32013,-,-,1547,-,-,-,25739,32091
18081610701,43443,43488,55191,-,32021,-,95749,2135,66570,43281
18081610702,32008,33348,-,-,N,-,-,3943,16848,33424
18081610801,25038,25260,9382,N,31730,-,8953,N,5141,25535
18081610802,21260,21674,8295,-,21242,-,N,25961,17163,21767
18081610900,22899,22924,27603,N,N,-,-,14310,19428,23143
18081611000,16974,17168,1555,15602,-,-,N,N,16338,17192
18081611100,33332,33337,N,-,-,-,-,-,N,33374
18081611200,26675,27057,19577,-,-,-,N,-,22574,27097
18081611300,16732,16975,N,-,-,-,14203,N,12015,17246
18081611400,24926,26959,5294,14694,12024,-,28188,6748,15229,27109
18083955000,17478,18396,8232,-,-,-,N,N,N,18396
18083955100,20901,21437,-,-,N,-,10442,9086,13785,21403
18083955200,24518,24661,N,-,-,-,N,18171,N,23469
18083955300,8147,9498,2019,N,N,-,N,N,3523,9583
18083955400,15134,14264,9953,-,-,-,N,N,N,14885
18083955500,18369,18720,10708,-,-,-,N,-,21954,18654
18083955600,18367,18464,N,-,-,-,-,16395,1430,18804
18083955700,25321,26179,21558,-,8992,-,-,N,N,26172
18083955800,23392,23550,-,-,-,-,N,-,N,23550
18083955900,22891,23384,N,N,N,-,-,N,522,23538
18085960900,38210,39775,-,N,-,N,5196,-,4075,39892
18085961000,26505,26989,19150,-,-,-,-,-,19644,27681
18085961100,18218,18358,N,N,-,-,13960,N,15204,18431
18085961200,20824,21992,7174,-,12723,-,4621,-,5477,22063
18085961300,29275,29636,-,-,-,-,14842,19136,15467,29840
18085961400,24492,25125,4583,-,-,-,15205,N,20766,25127
18085961500,27414,27891,-,N,-,-,-,-,-,27891
18085961600,25562,25562,-,-,-,-,-,-,-,25562
18085961700,22893,24471,N,-,N,-,12280,-,12542,24459
18085961800,23218,24003,N,-,101024,-,11726,-,15193,23972
18085961900,16413,16482,5258,-,-,-,25986,24106,17925,16624
18085962000,22445,23292,N,-,29220,-,14203,N,13999,23887
18085962100,26911,27999,N,N,29794,-,21488,11733,20664,28127
18085962200,20412,20950,N,25568,-,-,16553,13317,13887,21338
18085962300,32953,33372,-,-,34994,-,15253,N,9736,34018
18085962400,18638,20287,-,N,15269,-,9521,5523,9668,20651
18085962500,23890,23741,-,-,65373,-,26611,12634,18611,24022
18085962600,21730,22439,-,5473,-,-,N,N,13287,22520
18085962700,22002,22297,N,N,N,-,N,-,15652,22387
18087970100,17911,18488,-,N,N,-,N,11579,9460,19000
18087970200,17902,18157,-,-,3135,-,N,10344,10353,19197
18087970300,17250,17136,-,N,-,-,-,14290,N,17218
18087970401,15699,15866,-,-,-,-,-,-,-,15866
18087970402,16970,16766,-,-,-,-,N,22058,N,16766
18087970500,18344,18372,-,-,-,-,-,21301,28125,18189
18087970600,24476,24998,-,-,-,-,N,14917,18470,25104
18087970700,24390,24530,-,-,16988,-,-,25003,35209,24116
18089010100,29947,42106,21798,-,-,-,25167,N,N,43350
18089010201,16322,14715,16844,N,62218,-,16013,4091,10381,15836
18089010203,14114,-,14419,-,17532,-,-,N,-,-
18089010205,10002,13930,9814,N,-,N,-,-,10266,15345
18089010302,13541,19069,13608,N,-,-,N,N,6751,31273
18089010304,16805,15879,17403,-,-,-,11313,N,11666,29491
18089010400,14432,N,14307,N,16528,-,-,N,N,N
18089010500,11887,20366,11761,N,-,-,N,N,12868,15626
18089010600,12827,40150,12234,-,-,-,N,14086,3117,40150
18089010900,12763,N,12224,-,-,-,N,N,N,N
18089011000,14450,N,13764,-,-,-,-,N,N,N
18089011100,13100,-,13133,N,-,-,N,N,N,-
18089011200,18591,N,19280,N,-,-,4502,-,N,N
18089011300,11952,15673,12476,N,-,-,N,-,182,15673
18089011400,9944,15579,9663,-,-,-,N,N,18111,15579
18089011500,14015,15410,13887,-,-,-,10225,29856,13404,14726
18089011600,13687,N,14151,-,-,-,N,4849,5903,-
18089011700,19077,14668,19507,-,-,-,-,-,-,14668
18089011800,26493,-,26493,-,-,-,-,-,-,-
18089011900,9931,N,10442,-,-,N,-,N,-,N
18089012000,15121,N,14994,-,N,-,N,N,14853,N
18089012100,11849,11821,11828,-,-,-,-,N,-,11821
18089012200,10276,5263,8782,-,-,-,-,N,-,5263
18089012300,12798,24071,12359,-,-,-,N,10166,12737,30034
18089012400,14895,12604,15302,N,-,-,N,10948,7019,17908
18089012500,16754,17492,16890,-,-,-,4985,12535,9141,20531
18089012600,16427,18003,16464,N,-,-,14003,498,11027,18003
18089012700,15070,11344,15472,17826,-,-,N,-,13311,9871
18089012800,16081,9676,17655,-,-,-,-,N,N,6407
18089020100,21608,24544,20648,-,N,-,11241,8240,13823,27083
18089020200,22048,25934,-,N,N,-,12610,16724,17452,26637
18089020300,15446,20154,7733,-,2651,-,11504,10028,12101,21867
18089020400,12454,15496,11414,6725,-,-,9480,8387,10173,18808
18089020500,11197,13124,12158,-,N,-,9223,1570,10890,12906
18089020600,7845,10875,6655,-,-,-,6647,N,6653,12323
18089020700,16941,16599,18928,N,5180,-,18056,3256,13143,20219
18089020800,16075,18693,15688,N,-,-,8010,-,14731,22212
18089020900,23027,27100,21722,-,22459,-,5309,4616,9956,29483
18089021000,17199,21179,15199,N,12391,N,14072,2968,12357,23219
18089021100,21162,22428,20399,27692,-,-,16792,14814,17085,22771
18089021300,21792,26075,11983,-,-,-,33342,6846,17265,27380
18089021400,16382,23756,12126,-,N,-,11669,2511,11132,26825
18089021500,29113,32998,24198,-,N,-,12724,-,12437,33512
18089021600,20957,23485,16937,-,-,-,14868,4509,14820,24681
18089021700,19951,23246,15063,N,N,-,12352,7767,15096,23585
18089021800,15594,18384,8620,N,N,-,15494,3964,12002,18936
18089021900,18531,20866,25409,N,-,-,12737,6712,13671,21843
18089022000,17454,21941,15049,-,N,-,9301,498,13482,21603
18089030100,3301,N,2695,-,-,-,5646,-,12627,-
18089030200,8716,9860,7014,-,-,-,14841,N,12967,N
18089030300,9134,7583,9565,-,-,-,7424,-,5848,11790
18089030400,10348,14333,7251,-,-,-,9887,7818,10166,20224
18089030500,14817,17649,13053,N,12544,-,14021,18524,14668,20662
18089030600,16471,15999,11964,-,-,-,18599,30017,16236,20961
18089030700,18810,21368,21053,-,-,-,12507,19350,12842,28263
18089030800,16106,21818,14659,-,-,-,13953,17693,16580,21278
18089030900,18097,21907,20258,-,-,-,13727,3162,13793,32079
18089031000,9782,16833,7086,N,-,-,21224,-,17617,17433
18089040100,19437,21289,8038,-,-,-,18963,N,17515,21829
18089040200,21754,26159,N,-,-,-,12115,8668,14468,27189
18089040300,27342,27730,39849,N,9415,-,24965,N,26683,27736
18089040401,34684,37598,11463,N,7967,-,20903,9578,20528,38022
18089040402,48009,49769,27105,N,52997,-,22517,N,11522,50775
18089040403,34338,34888,N,N,42058,-,15561,18583,20489,35017
18089040501,33649,33866,38375,-,-,-,26176,N,33373,33012
18089040502,31938,36709,27555,-,3560,-,12689,N,15764,37795
18089040600,24364,26681,N,N,16174,-,N,5981,16836,27080
18089040700,28175,29879,17507,22591,10750,N,16546,8532,17807,30285
18089040801,28828,28420,-,-,105283,-,28981,10766,22375,29332
18089040802,26602,26871,N,N,12268,-,29945,6230,29068,26932
18089040900,27169,28157,27075,-,20938,-,17351,N,14256,29061
18089041001,24566,24801,26153,-,-,-,21614,5685,20313,24977
18089041002,24196,25215,-,-,-,-,18114,17597,15866,26232
18089041100,13730,14148,N,N,-,-,5632,10269,8426,14302
18089041200,12552,14406,6438,10835,N,-,8507,4765,8805,14773
18089041302,20969,21562,25832,12480,-,-,4299,N,8341,22120
18089041400,22831,24921,10287,N,-,-,44598,4826,17030,25616
18089041500,16595,14676,18843,-,-,-,7659,-,7694,14716
18089041600,15044,15148,5692,8892,-,-,17405,22813,15043,15564
18089041700,17733,18766,23873,N,14189,-,15982,7415,12542,21840
18089041800,19531,19847,32366,N,-,-,18946,N,17527,20152
18089041900,25434,25390,-,N,-,-,18693,50683,11777,27353
18089042000,27753,27353,32646,-,11960,-,44770,N,29092,27626
18089042100,21565,23334,18576,-,-,-,10327,6200,18074,23355
18089042200,24738,26019,15263,-,-,-,19410,9887,15687,26826
18089042300,25294,27001,25299,7394,27852,-,20341,1502,22071,26804
18089042401,24383,27099,23443,N,N,-,14494,8076,19168,28326
18089042402,20888,25714,16241,18774,N,N,17895,6118,21528,25700
18089042403,25403,22254,28009,38338,N,-,16224,10592,21811,21004
18089042501,18288,19694,15183,N,N,-,20375,N,17972,20007
18089042503,22988,25630,19961,N,-,-,21071,N,16568,26973
18089042504,33764,38468,22821,-,N,-,22715,N,15601,39279
18089042505,25717,28901,23449,55494,48849,-,13921,3022,15501,31148
18089042602,31847,33805,23131,-,23947,-,28283,13270,22863,35470
18089042605,34887,35120,55038,6333,25936,-,31250,26229,27155,35678
18089042606,29032,31397,28733,N,20240,-,13230,-,18218,32025
18089042607,25590,26357,21108,16253,14178,-,26143,12819,24943,26461
18089042608,32330,32436,N,-,N,-,25139,N,29210,32506
18089042609,30925,31366,33205,26461,N,-,24772,18786,16434,32276
18089042702,29873,30836,28100,N,-,-,15973,15547,20459,31305
18089042703,39429,38988,35546,-,53663,N,35839,N,38004,38914
18089042704,31031,30407,N,N,N,-,N,N,21619,30362
18089042801,37037,34023,52701,45152,93035,-,35211,27090,28684,34519
18089042802,31242,31106,N,N,67348,-,19033,31798,21224,31662
18089042901,26359,26525,N,-,N,-,17868,-,17888,27009
18089042902,28102,28809,28513,-,8711,-,-,-,10789,30082
18089043001,31708,29563,N,-,115871,-,24581,N,17094,30665
18089043002,25870,26098,-,-,N,13378,17410,N,13612,27423
18089043101,23044,23979,N,-,N,-,N,6203,9659,24978
18089043102,30765,31080,12355,-,24382,-,N,27106,11775,31493
18089043201,25053,24863,-,-,93511,-,21306,N,19115,24751
18089043202,37210,37310,78044,N,48090,N,3784,23923,21615,37688
18089043300,29450,30458,17289,N,9962,N,16821,3616,14566,31206
18089043401,26503,26700,-,N,39604,-,N,N,10309,27012
18089043403,21292,22085,266,-,-,-,-,N,17421,22198
18089043404,23737,24808,-,-,-,-,-,-,-,24808
18089043405,25339,26080,-,N,N,-,11877,7252,5696,27276
18089990000,-,-,-,-,-,-,-,-,-,-
18091040100,6757,10147,4112,N,N,-,N,1881,1984,10874
18091040300,14248,16935,9157,N,-,-,6995,N,4026,17194
18091040400,22489,23548,16581,-,-,-,-,N,22098,23572
18091040500,24090,25490,9119,-,21962,N,N,-,10840,26838
18091040600,21715,25810,7008,-,-,-,N,1518,23840,25775
18091040700,18015,21936,15309,N,743,-,9489,N,7860,22179
18091040800,19284,19858,19494,N,-,-,N,5683,11672,20135
18091040900,17968,25368,13075,N,-,-,-,63472,-,25814
18091041100,47636,48545,57432,N,47425,-,14673,29105,38380,48476
18091041200,45873,45835,49472,N,52529,-,-,-,N,45933
18091041300,19183,21065,11071,N,-,-,N,6583,N,20519
18091041400,18297,19686,17803,N,16951,-,9176,N,7844,20302
18091041500,27624,28209,15648,N,N,-,-,N,22666,28377
18091041600,28291,27810,36716,N,N,-,63005,17396,24556,28135
18091041700,27219,26535,74658,N,-,-,N,N,23807,26391
18091041800,22023,22503,N,-,-,-,2662,N,10807,23556
18091041900,24502,24671,35807,N,-,-,-,N,N,24912
18091042000,25559,25982,N,N,-,-,N,N,16838,27603
18091042100,18605,19383,13857,N,N,-,7423,8826,10426,20465
18091042200,31567,33118,N,-,-,-,16033,4437,12355,33739
18091042300,18269,18569,16002,-,-,-,-,N,3373,18995
18091042400,20417,20749,9604,-,N,-,N,N,8925,21288
18091042500,26187,25892,N,-,-,-,39729,N,22828,26366
18091042600,15413,18854,3284,215,N,-,6689,4182,7745,19540
18091042700,25062,25343,26521,16080,-,-,-,8702,29265,25047
18091042800,27336,27915,4295,-,-,-,N,14441,15100,27986
18091042900,26828,27529,7904,-,-,-,N,5984,39208,27209
18091043000,21390,31953,9905,N,N,-,2424,1798,6620,32744
18091990000,-,-,-,-,-,-,-,-,-,-
18093950400,20504,20678,N,-,-,-,-,N,-,20678
18093950500,22660,22781,-,-,-,-,-,-,-,22781
18093950600,26690,27121,N,2347,-,-,N,1783,N,27128
18093950700,20480,20391,N,33990,N,-,-,N,-,20391
18093950800,21220,21605,N,-,8774,-,-,-,11510,21900
18093950900,19664,19857,N,N,N,-,-,-,-,20024
18093951000,19756,19823,15377,-,N,-,-,N,9499,20325
18093951100,18098,18324,N,-,N,-,N,N,-,18402
18093951200,23398,24025,28061,-,N,-,7372,6991,8556,24599
18093951300,14344,14407,-,-,-,-,N,N,3938,14540
18095000300,14825,17431,8177,-,-,-,12457,297,13982,17471
18095000400,18142,15111,21666,-,-,-,N,10635,N,15111
18095000500,20028,25507,11553,N,N,-,5073,N,6787,27160
18095000800,11428,11523,9583,-,-,-,N,14027,5998,11636
18095000900,13582,14325,5552,-,N,N,8567,N,12216,14254
18095001000,16013,17425,7949,-,-,-,8869,9734,7543,17817
18095001100,13187,14041,12135,-,20260,-,6849,2633,5351,15066
18095001200,20203,21199,10014,-,N,-,-,10738,7207,21287
18095001300,22087,22351,22039,-,-,-,-,15019,29788,22207
18095001400,19209,19308,26529,N,-,-,N,8460,24566,19365
18095001500,23749,25201,13134,-,N,-,8258,16980,9397,25269
18095001600,31084,31148,25241,-,-,-,N,103119,11987,31098
18095001700,18729,21543,15387,-,-,-,6650,16076,3887,21801
18095001800,20410,21024,16203,-,-,-,-,11590,N,21081
18095001900,20507,21964,10007,-,-,-,N,11762,7120,22137
18095002000,20266,21615,11671,N,15950,-,-,N,-,21615
18095010100,22465,22551,-,N,-,-,-,14343,11424,22678
18095010200,17685,18025,-,-,-,N,39275,7005,16310,18375
18095010300,22745,23121,-,-,-,-,N,6692,14104,23075
18095010400,25013,25122,-,-,-,-,22553,-,22553,25122
18095010500,25725,25685,N,16196,N,-,-,-,N,25643
18095010600,17878,18111,N,-,-,-,N,18822,18445,18217
18095010700,26903,26781,-,N,N,-,-,N,-,26781
18095010800,23518,23534,-,-,N,-,-,22910,N,23608
18095010900,22539,22485,-,-,-,-,N,19011,19804,22919
18095011000,35028,35350,-,-,68813,-,-,-,N,35189
18095011100,25092,25766,N,-,-,-,-,13454,50239,25575
18095011200,28565,28727,30914,-,N,-,-,N,28473,28699
18095011300,18944,19436,-,-,-,-,-,10785,52988,19084
18095011400,26761,27672,-,-,N,-,-,13171,28937,27657
18095011501,27965,28198,-,-,-,-,-,N,N,28323
18095011502,29263,29196,N,-,-,-,N,N,N,29196
18095011600,4468,3982,2223,597,1100,-,1074,32418,4266,4065
18095011700,26953,27698,-,-,47145,-,-,10447,-,27698
18095011800,23733,23749,11920,-,-,-,28824,23683,21272,23937
18095011900,13962,15119,13258,-,-,-,-,9960,N,15313
18095012000,13830,14094,15142,N,-,-,7863,5948,5432,14740
18097310103,64410,77653,34179,-,47234,-,37356,15934,33366,77433
18097310104,33580,39468,27990,-,29293,-,9618,-,9618,39468
18097310105,26146,26398,24936,-,49908,-,17086,6017,13779,29054
18097310106,25393,30803,22228,22892,53582,-,2063,12614,6470,31669
18097310108,61152,62589,71464,47290,34117,-,N,N,24296,63115
18097310110,34609,40166,33607,-,23252,-,N,5047,N,40166
18097310111,29162,35446,21843,N,N,-,16224,23270,11880,35523
18097310201,24989,31309,20422,-,23429,-,9340,6888,10333,37488
18097310203,22295,28611,17387,-,13917,-,12489,23861,13134,32575
