id,pov,pov.m,pov.f,non.pov,non.pov.m,non.pov.f,pov.white,pov.white.m,pov.white.f,non.pov.white,non.pov.white.m,non.pov.white.f,pov.black,pov.black.m,pov.black.f,non.pov.black,non.pov.black.m,non.pov.black.f,pov.native,pov.native.m,pov.native.f,non.pov.native,non.pov.native.m,non.pov.native.f,pov.asian,pov.asian.m,pov.asian.f,non.pov.asian,non.pov.asian.m,non.pov.asian.f,pov.pacific,pov.pacific.m,pov.pacific.f,non.pov.pacific,non.pov.pacific.m,non.pov.pacific.f,pov.other,pov.other.m,pov.other.f,non.pov.other,non.pov.other.m,non.pov.other.f,pov.mixed,pov.mixed.m,pov.mixed.f,non.pov.mixed,non.pov.mixed.m,non.pov.mixed.f,pov.whitenonhisp,pov.whitenonhisp.m,pov.whitenonhisp.f,non.pov.whitenonhisp,non.pov.whitenonhisp.m,non.pov.whitenonhisp.f,pov.hisp,pov.hisp.m,pov.hisp.f,non.pov.hisp,non.pov.hisp.m,non.pov.hisp.f
18127050501,790,181,609,5268,2685,2583,780,171,609,5024,2626,2398,0,0,0,0,0,0,10,10,0,24,0,24,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,98,34,64,0,0,0,63,25,38,637,171,466,4582,2378,2204,143,0,143,587,293,294
18127050503,663,255,408,4488,2315,2173,641,244,397,4125,2158,1967,22,11,11,119,81,38,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,43,61,0,0,0,130,33,97,600,233,367,3661,1865,1796,41,11,30,605,353,252
18127050505,147,64,83,2325,989,1336,122,64,58,2190,948,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,135,41,94,122,64,58,2064,874,1190,0,0,0,126,74,52
18127050506,350,128,222,5132,2755,2377,247,97,150,4583,2413,2170,41,25,16,287,218,69,18,6,12,0,0,0,10,0,10,33,14,19,0,0,0,0,0,0,0,0,0,205,98,107,34,0,34,24,12,12,247,97,150,4193,2176,2017,0,0,0,654,394,260
18127050507,415,164,251,3135,1514,1621,379,141,238,2470,1249,1221,0,0,0,276,89,187,0,0,0,0,0,0,23,23,0,61,10,51,0,0,0,0,0,0,0,0,0,275,137,138,13,0,13,53,29,24,361,123,238,2175,1085,1090,31,18,13,618,322,296
18127050508,673,266,407,5100,2427,2673,586,238,348,3715,1850,1865,19,19,0,959,390,569,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,21,21,0,18,0,18,229,108,121,50,9,41,135,58,77,414,146,268,3367,1695,1672,190,92,98,761,325,436
18127050509,1009,245,764,3695,1861,1834,561,121,440,3391,1705,1686,402,91,311,168,114,54,0,0,0,0,0,0,0,0,0,79,16,63,0,0,0,0,0,0,46,33,13,43,26,17,0,0,0,14,0,14,549,109,440,2676,1317,1359,63,50,13,772,414,358
18127050602,226,85,141,4210,2129,2081,213,72,141,3913,1973,1940,13,13,0,49,32,17,0,0,0,13,0,13,0,0,0,92,79,13,0,0,0,0,0,0,0,0,0,52,8,44,0,0,0,91,37,54,213,72,141,3820,1917,1903,0,0,0,169,81,88
18127050603,49,49,0,2890,1363,1527,49,49,0,2660,1243,1417,0,0,0,12,7,5,0,0,0,29,15,14,0,0,0,173,82,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,49,49,0,2527,1185,1342,0,0,0,168,74,94
18127050604,491,350,141,7628,3630,3998,465,332,133,7163,3450,3713,0,0,0,89,28,61,0,0,0,0,0,0,6,6,0,206,76,130,20,12,8,0,0,0,0,0,0,65,49,16,0,0,0,105,27,78,465,332,133,6960,3359,3601,0,0,0,344,133,211
18127050702,1046,402,644,6782,3088,3694,868,334,534,6202,2778,3424,0,0,0,107,68,39,16,0,16,13,13,0,0,0,0,86,27,59,0,0,0,0,0,0,34,21,13,87,72,15,128,47,81,287,130,157,724,214,510,5795,2575,3220,237,156,81,572,302,270
18127050703,96,69,27,3257,1623,1634,96,69,27,3248,1622,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,96,69,27,3118,1539,1579,0,0,0,130,83,47
18127050704,422,163,259,3898,1976,1922,304,84,220,3720,1902,1818,0,0,0,38,0,38,0,0,0,0,0,0,78,39,39,84,39,45,0,0,0,0,0,0,32,32,0,27,13,14,8,8,0,29,22,7,276,73,203,3703,1897,1806,60,43,17,17,5,12
18127050800,1503,820,683,4838,2374,2464,1274,673,601,4608,2269,2339,96,69,27,33,33,0,0,0,0,10,0,10,46,46,0,36,11,25,0,0,0,0,0,0,69,14,55,39,27,12,18,18,0,112,34,78,1024,520,504,4351,2125,2226,319,167,152,306,171,135
18127050900,843,355,488,1750,946,804,644,326,318,1549,852,697,55,0,55,148,83,65,0,0,0,7,0,7,96,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,46,11,35,578,297,281,1270,698,572,66,29,37,286,154,132
18127051002,173,92,81,7780,3938,3842,136,55,81,7634,3870,3764,14,14,0,0,0,0,0,0,0,45,24,21,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,56,34,22,23,23,0,34,10,24,136,55,81,7380,3687,3693,0,0,0,310,217,93
18127051005,102,10,92,4301,2252,2049,102,10,92,4152,2196,1956,0,0,0,27,13,14,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,56,27,29,0,0,0,54,16,38,102,10,92,4084,2166,1918,0,0,0,136,57,79
18127051006,425,155,270,3872,2092,1780,425,155,270,3729,1988,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,48,12,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,72,56,16,375,155,220,3631,1955,1676,50,0,50,109,33,76
18127051007,671,353,318,6518,3284,3234,654,353,301,6151,3088,3063,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,161,58,103,0,0,0,0,0,0,17,0,17,108,59,49,0,0,0,78,59,19,654,353,301,6026,2990,3036,17,0,17,250,174,76
18127051008,62,24,38,2010,1078,932,62,24,38,1828,990,838,0,0,0,77,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,56,49,0,0,0,0,0,0,62,24,38,1809,982,827,0,0,0,143,64,79
18127051101,473,231,242,5658,2748,2910,473,231,242,5498,2693,2805,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,49,18,31,0,0,0,45,13,32,473,231,242,5471,2693,2778,0,0,0,89,31,58
18127051102,183,83,100,4061,2234,1827,152,74,78,3981,2160,1821,0,0,0,24,23,1,0,0,0,0,0,0,31,9,22,43,41,2,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,8,8,0,152,74,78,3908,2140,1768,0,0,0,78,22,56
18127980001,0,0,0,6,3,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0
18127980002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18127990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18129040100,458,206,252,5165,2660,2505,440,188,252,5011,2544,2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,18,18,0,72,72,0,0,0,0,57,44,13,428,176,252,4957,2505,2452,30,30,0,126,111,15
18129040200,224,86,138,2057,1023,1034,224,86,138,2055,1022,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,223,86,137,2048,1022,1026,1,0,1,9,1,8
18129040300,105,60,45,2639,1274,1365,105,60,45,2590,1274,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,37,0,37,105,60,45,2590,1274,1316,0,0,0,0,0,0
18129040400,260,95,165,5265,2792,2473,260,95,165,5148,2745,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,47,70,260,95,165,5148,2745,2403,0,0,0,0,0,0
18129040500,171,33,138,3060,1546,1514,171,33,138,3042,1546,1496,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,33,138,3042,1546,1496,0,0,0,0,0,0
18129040600,519,268,251,2903,1402,1501,321,154,167,2843,1374,1469,128,91,37,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,3,0,3,47,0,47,45,16,29,321,154,167,2825,1365,1460,0,0,0,48,25,23
18129040700,409,242,167,2496,1137,1359,375,242,133,2349,1082,1267,0,0,0,112,46,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,35,9,26,0,0,0,0,0,0,375,242,133,2349,1082,1267,0,0,0,35,9,26
18131958900,131,45,86,2130,1162,968,131,45,86,2087,1139,948,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,131,45,86,2087,1139,948,0,0,0,4,1,3
18131959000,590,249,341,3028,1520,1508,529,221,308,2964,1489,1475,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,21,14,7,7,7,0,34,8,26,38,24,14,508,200,308,2908,1465,1443,34,27,7,68,36,32
18131959100,1320,567,753,2908,1464,1444,1202,540,662,2872,1455,1417,0,0,0,0,0,0,108,19,89,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,10,8,2,16,9,7,0,0,0,8,0,8,1162,522,640,2813,1429,1384,50,26,24,75,35,40
18131959200,265,108,157,3058,1620,1438,241,101,140,3055,1617,1438,0,0,0,0,0,0,0,0,0,0,0,0,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,3,0,241,101,140,3009,1604,1405,0,0,0,46,13,33
18133956000,239,78,161,2903,1462,1441,239,78,161,2863,1443,1420,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,31,19,12,239,78,161,2863,1443,1420,0,0,0,0,0,0
18133956100,290,133,157,2061,1059,1002,290,133,157,2043,1049,994,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,290,133,157,2043,1049,994,0,0,0,8,0,8
18133956200,592,218,374,4067,2121,1946,559,207,352,4003,2109,1894,33,11,22,21,12,9,0,0,0,8,0,8,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,5,0,5,559,207,352,3990,2096,1894,0,0,0,25,13,12
18133956300,802,348,454,5062,2384,2678,771,348,423,4917,2294,2623,0,0,0,76,61,15,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,13,0,13,31,0,31,31,4,27,757,348,409,4825,2225,2600,14,0,14,92,69,23
18133956400,698,272,426,6317,3265,3052,695,272,423,6220,3235,2985,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,55,24,31,695,272,423,6105,3190,2915,0,0,0,115,45,70
18133956500,657,315,342,5553,2677,2876,649,315,334,5505,2651,2854,0,0,0,31,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,17,5,12,635,301,334,5447,2643,2804,14,14,0,58,8,50
18133956600,81,32,49,3440,1660,1780,69,26,43,3255,1580,1675,12,6,6,0,0,0,0,0,0,91,39,52,0,0,0,57,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,18,69,26,43,3255,1580,1675,0,0,0,0,0,0
18135951400,194,119,75,2316,1112,1204,194,119,75,2314,1111,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,194,119,75,2314,1111,1203,0,0,0,2,1,1
18135951500,405,154,251,2834,1593,1241,405,154,251,2765,1573,1192,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,14,49,405,154,251,2765,1573,1192,0,0,0,0,0,0
18135951600,823,334,489,3068,1571,1497,621,261,360,2787,1363,1424,19,12,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,61,122,276,203,73,0,0,0,0,0,0,598,248,350,2730,1346,1384,189,57,132,333,220,113
18135951700,704,279,425,2400,1155,1245,611,250,361,2310,1125,1185,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,25,64,90,30,60,611,250,361,2288,1108,1180,0,0,0,22,17,5
18135951800,341,142,199,2025,892,1133,264,107,157,2018,885,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,42,7,7,0,264,107,157,1963,860,1103,0,0,0,55,25,30
18135951900,354,62,292,4125,1977,2148,334,58,276,4097,1967,2130,0,0,0,2,2,0,4,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,22,6,16,334,58,276,4087,1959,2128,2,0,2,10,8,2
18135952000,358,201,157,3104,1637,1467,324,185,139,3034,1598,1436,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,26,8,18,62,31,31,324,185,139,2970,1570,1400,34,16,18,64,28,36
18135952100,236,92,144,2634,1358,1276,236,92,144,2615,1342,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,17,16,1,236,92,144,2615,1342,1273,0,0,0,2,0,2
18137968400,612,199,413,6797,3415,3382,612,199,413,6602,3331,3271,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,44,16,28,0,0,0,0,0,0,0,0,0,26,16,10,0,0,0,123,52,71,612,199,413,6548,3290,3258,0,0,0,85,57,28
18137968500,418,134,284,4123,2031,2092,340,124,216,3852,1858,1994,68,0,68,0,0,0,0,0,0,0,0,0,10,10,0,76,52,24,0,0,0,0,0,0,0,0,0,166,114,52,0,0,0,29,7,22,325,115,210,3799,1853,1946,15,9,6,219,119,100
18137968600,480,201,279,4639,2427,2212,474,201,273,4619,2414,2205,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,0,6,7,0,7,474,201,273,4593,2407,2186,6,0,6,38,15,23
18137968700,415,185,230,3024,1603,1421,415,185,230,2993,1583,1410,0,0,0,11,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8,415,185,230,2993,1583,1410,0,0,0,0,0,0
18137968800,489,222,267,2592,1137,1455,470,216,254,2581,1132,1449,0,0,0,6,0,6,0,0,0,5,5,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,11,0,0,0,446,216,230,2570,1121,1449,24,0,24,11,11,0
18137968900,343,136,207,4285,2217,2068,339,136,203,4237,2194,2043,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,0,0,0,37,14,23,339,136,203,4237,2194,2043,0,0,0,11,9,2
18139974100,211,87,124,3009,1591,1418,211,87,124,2991,1579,1412,0,0,0,12,12,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,87,124,2991,1579,1412,0,0,0,0,0,0
18139974200,315,164,151,2901,1548,1353,315,164,151,2849,1512,1337,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,12,315,164,151,2839,1512,1327,0,0,0,16,0,16
18139974300,814,396,418,2530,1207,1323,675,340,335,2495,1190,1305,23,9,14,35,17,18,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,94,47,47,0,0,0,0,0,0,0,0,0,668,333,335,2484,1190,1294,101,54,47,11,0,11
18139974400,375,149,226,2932,1472,1460,375,149,226,2893,1447,1446,0,0,0,39,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,149,226,2865,1433,1432,0,0,0,28,14,14
18139974500,499,157,342,3672,1773,1899,371,151,220,3637,1754,1883,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,0,0,0,0,0,0,0,0,0,0,0,102,6,96,19,9,10,371,151,220,3637,1754,1883,11,0,11,0,0,0
18141000100,522,196,326,1584,823,761,96,37,59,1093,557,536,426,159,267,255,106,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,31,0,0,0,179,134,45,96,37,59,1017,518,499,0,0,0,143,75,68
18141000200,807,342,465,2631,1264,1367,262,30,232,1163,508,655,339,188,151,1123,574,549,0,0,0,67,35,32,0,0,0,0,0,0,0,0,0,0,0,0,115,97,18,68,45,23,91,27,64,210,102,108,197,30,167,1163,508,655,180,97,83,63,45,18
18141000301,659,313,346,2069,1099,970,248,108,140,1888,1006,882,392,205,187,169,81,88,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,197,108,89,1796,954,842,70,0,70,92,52,40
18141000302,320,90,230,2304,1229,1075,99,48,51,1106,538,568,190,42,148,965,540,425,9,0,9,19,12,7,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,79,30,49,22,0,22,122,96,26,99,48,51,1094,538,556,31,0,31,176,104,72
18141000400,689,207,482,1638,980,658,367,63,304,598,306,292,288,132,156,753,485,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,12,44,24,20,10,0,10,243,165,78,345,63,282,598,306,292,46,24,22,76,43,33
18141000500,580,240,340,1092,509,583,206,70,136,274,133,141,374,170,204,818,376,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,37,53,274,133,141,116,33,83,0,0,0
18141000600,676,370,306,1071,504,567,238,99,139,628,292,336,438,271,167,300,117,183,0,0,0,11,11,0,0,0,0,20,14,6,0,0,0,0,0,0,0,0,0,112,70,42,0,0,0,0,0,0,238,99,139,501,214,287,0,0,0,239,148,91
18141000700,196,58,138,1178,531,647,165,37,128,869,373,496,31,21,10,287,148,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,12,0,12,165,37,128,869,373,496,0,0,0,22,10,12
18141000800,265,154,111,1667,772,895,246,135,111,1474,678,796,0,0,0,19,10,9,0,0,0,22,14,8,19,19,0,42,27,15,0,0,0,0,0,0,0,0,0,65,21,44,0,0,0,45,22,23,246,135,111,1426,667,759,0,0,0,113,32,81
18141000900,440,198,242,942,403,539,392,164,228,743,369,374,22,22,0,65,4,61,7,0,7,12,7,5,2,0,2,27,0,27,0,0,0,0,0,0,5,0,5,7,7,0,12,12,0,88,16,72,352,159,193,688,329,359,45,5,40,61,44,17
18141001000,1162,642,520,1977,965,1012,644,406,238,723,328,395,468,215,253,928,519,409,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,50,21,29,48,9,39,0,0,0,267,109,158,615,387,228,665,278,387,79,40,39,126,79,47
18141001100,989,445,544,4050,1927,2123,234,141,93,2478,1145,1333,543,179,364,959,446,513,0,0,0,0,0,0,0,0,0,426,225,201,0,0,0,0,0,0,135,105,30,56,27,29,77,20,57,131,84,47,224,131,93,2420,1122,1298,145,115,30,126,63,63
18141001200,111,43,68,2168,1129,1039,111,43,68,1783,903,880,0,0,0,145,54,91,0,0,0,0,0,0,0,0,0,77,52,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,120,43,111,43,68,1630,805,825,0,0,0,175,110,65
18141001300,455,167,288,2422,1186,1236,445,167,278,1816,917,899,10,0,10,303,129,174,0,0,0,47,22,25,0,0,0,87,38,49,0,0,0,0,0,0,0,0,0,67,35,32,0,0,0,102,45,57,445,167,278,1593,827,766,0,0,0,357,142,215
18141001400,688,311,377,2963,1444,1519,600,267,333,2561,1237,1324,44,0,44,249,97,152,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,27,16,44,44,0,81,54,27,430,186,244,2549,1225,1324,179,90,89,82,39,43
18141001500,530,203,327,2057,908,1149,330,75,255,1347,712,635,79,40,39,508,138,370,2,2,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,45,119,86,33,129,40,89,320,65,255,1326,698,628,49,49,0,157,32,125
18141001600,96,17,79,2122,953,1169,96,17,79,1776,781,995,0,0,0,113,58,55,0,0,0,33,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,18,63,0,0,0,119,81,38,96,17,79,1741,760,981,0,0,0,128,21,107
18141001700,557,297,260,671,306,365,235,152,83,337,120,217,322,145,177,208,89,119,0,0,0,0,0,0,0,0,0,95,70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,4,235,152,83,337,120,217,0,0,0,0,0,0
18141001900,758,342,416,746,345,401,157,75,82,269,115,154,547,267,280,466,230,236,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,11,0,11,102,49,53,269,115,154,55,26,29,0,0,0
18141002000,820,444,376,843,468,375,190,92,98,311,190,121,588,327,261,475,266,209,11,11,0,0,0,0,7,0,7,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,24,14,10,39,0,39,90,57,33,289,179,110,121,46,75,88,40,48
18141002100,671,292,379,480,229,251,120,45,75,158,72,86,491,223,268,322,157,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,24,36,0,0,0,0,0,0,0,0,0,75,11,64,158,72,86,105,58,47,0,0,0
18141002200,768,314,454,2566,1299,1267,219,91,128,1541,730,811,151,61,90,217,130,87,0,0,0,0,0,0,0,0,0,42,11,31,0,0,0,0,0,0,337,132,205,633,335,298,61,30,31,133,93,40,66,13,53,803,356,447,551,240,311,1509,807,702
18141002300,399,124,275,421,207,214,125,4,121,107,45,62,274,120,154,314,162,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,60,28,32,90,4,86,47,17,30
18141002400,1309,617,692,1624,900,724,581,300,281,736,366,370,411,168,243,671,381,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,96,142,197,145,52,79,53,26,20,8,12,44,0,44,575,271,304,926,507,419,378,248,130
18141002500,339,145,194,1526,719,807,121,69,52,829,380,449,139,41,98,510,264,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,31,15,165,58,107,33,4,29,22,17,5,23,11,12,729,327,402,144,89,55,265,111,154
18141002600,719,360,359,2844,1515,1329,265,92,173,2218,1172,1046,340,179,161,460,237,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,47,25,86,65,21,42,42,0,80,41,39,113,38,75,1769,849,920,224,101,123,535,388,147
18141002700,417,202,215,592,315,277,310,179,131,350,184,166,58,7,51,109,38,71,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,110,70,40,32,16,16,5,5,0,249,129,120,221,107,114,95,50,45,244,152,92
18141002800,302,185,117,1458,705,753,104,71,33,699,362,337,198,114,84,358,176,182,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,149,124,0,0,0,121,18,103,19,10,9,579,292,287,95,71,24,423,226,197
18141002900,860,356,504,383,220,163,187,87,100,88,75,13,630,230,400,252,133,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,43,12,31,34,34,0,0,0,0,72,31,41,36,36,0,171,95,76,95,51,44
18141003000,483,251,232,1193,770,423,328,185,143,808,521,287,89,44,45,220,117,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,22,36,154,132,22,8,0,8,11,0,11,284,152,132,682,404,278,102,55,47,291,249,42
18141003100,1302,556,746,2686,1332,1354,556,189,367,1891,880,1011,467,268,199,351,220,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,360,194,166,246,99,147,84,38,46,556,189,367,1783,836,947,86,53,33,468,238,230
18141003200,530,198,332,4590,2285,2305,353,117,236,3847,1896,1951,64,8,56,471,271,200,0,0,0,0,0,0,0,0,0,90,34,56,0,0,0,0,0,0,102,62,40,146,84,62,11,11,0,36,0,36,353,117,236,3816,1865,1951,113,73,40,142,104,38
18141003300,574,233,341,2418,1305,1113,456,191,265,1995,1049,946,17,17,0,286,163,123,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,10,14,100,25,75,86,56,30,354,165,189,1958,1032,926,118,37,81,82,38,44
18141003400,1307,530,777,2502,1202,1300,653,259,394,1636,723,913,327,74,253,586,331,255,17,0,17,37,10,27,0,0,0,62,44,18,0,0,0,0,0,0,226,158,68,30,17,13,84,39,45,151,77,74,643,259,384,1404,608,796,298,188,110,419,205,214
18141003500,944,359,585,1727,787,940,369,162,207,1465,675,790,347,106,241,213,112,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,91,137,49,0,49,339,146,193,1385,621,764,76,33,43,80,54,26
18141010100,391,213,178,2439,1223,1216,371,199,172,2265,1106,1159,0,0,0,48,28,20,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,6,118,89,29,371,199,172,2248,1098,1150,0,0,0,17,8,9
18141010200,763,365,398,4372,2077,2295,680,327,353,4205,2008,2197,58,13,45,20,0,20,0,0,0,64,45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,20,39,25,25,0,24,4,20,655,302,353,4010,1899,2111,50,50,0,254,129,125
18141010300,979,448,531,4087,1966,2121,868,381,487,3375,1623,1752,0,0,0,416,183,233,0,0,0,0,0,0,67,67,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44,272,160,112,868,381,487,3327,1613,1714,44,0,44,193,86,107
18141010400,119,51,68,3271,1369,1902,119,51,68,3222,1354,1868,0,0,0,14,0,14,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,14,0,14,0,0,0,0,0,0,119,51,68,3158,1341,1817,0,0,0,78,13,65
18141010500,192,45,147,2929,1289,1640,192,45,147,2778,1261,1517,0,0,0,46,20,26,0,0,0,0,0,0,0,0,0,46,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,59,192,45,147,2723,1227,1496,0,0,0,95,34,61
