id,pov,pov.m,pov.f,non.pov,non.pov.m,non.pov.f,pov.white,pov.white.m,pov.white.f,non.pov.white,non.pov.white.m,non.pov.white.f,pov.black,pov.black.m,pov.black.f,non.pov.black,non.pov.black.m,non.pov.black.f,pov.native,pov.native.m,pov.native.f,non.pov.native,non.pov.native.m,non.pov.native.f,pov.asian,pov.asian.m,pov.asian.f,non.pov.asian,non.pov.asian.m,non.pov.asian.f,pov.pacific,pov.pacific.m,pov.pacific.f,non.pov.pacific,non.pov.pacific.m,non.pov.pacific.f,pov.other,pov.other.m,pov.other.f,non.pov.other,non.pov.other.m,non.pov.other.f,pov.mixed,pov.mixed.m,pov.mixed.f,non.pov.mixed,non.pov.mixed.m,non.pov.mixed.f,pov.whitenonhisp,pov.whitenonhisp.m,pov.whitenonhisp.f,non.pov.whitenonhisp,non.pov.whitenonhisp.m,non.pov.whitenonhisp.f,pov.hisp,pov.hisp.m,pov.hisp.f,non.pov.hisp,non.pov.hisp.m,non.pov.hisp.f
18053000200,1332,605,727,2815,1382,1433,531,243,288,1562,658,904,670,301,369,1028,569,459,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,28,19,9,113,73,40,103,42,61,99,82,17,477,218,259,1505,623,882,143,59,84,170,108,62
18053000400,1100,533,567,2804,1357,1447,982,455,527,2479,1222,1257,67,51,16,153,69,84,20,9,11,29,7,22,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,8,0,8,31,18,13,125,59,66,982,455,527,2365,1138,1227,0,0,0,133,84,49
18053000500,333,87,246,4075,1828,2247,263,44,219,3621,1608,2013,15,15,0,155,69,86,0,0,0,0,0,0,0,0,0,86,46,40,0,0,0,0,0,0,0,0,0,11,0,11,55,28,27,202,105,97,263,44,219,3565,1560,2005,0,0,0,93,48,45
18053000600,925,411,514,1851,979,872,739,300,439,1403,685,718,54,23,31,279,188,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,88,18,19,19,0,26,0,26,150,87,63,642,216,426,1403,685,718,219,172,47,107,83,24
18053000700,891,227,664,3266,1457,1809,547,110,437,2526,1202,1324,293,71,222,669,240,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,10,0,10,17,12,5,61,15,46,512,93,419,2500,1176,1324,74,51,23,135,26,109
18053000800,935,419,516,3889,1944,1945,670,255,415,3388,1705,1683,265,164,101,488,235,253,0,0,0,4,4,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,255,415,3325,1673,1652,0,0,0,84,43,41
18053000900,665,356,309,2233,1158,1075,639,330,309,1902,997,905,26,26,0,192,71,121,0,0,0,0,0,0,0,0,0,38,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,69,32,639,330,309,1863,986,877,0,0,0,57,29,28
18053010100,496,155,341,4829,2438,2391,496,155,341,4589,2297,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,33,45,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,155,105,50,365,111,254,4535,2247,2288,131,44,87,61,53,8
18053010200,253,127,126,3897,1860,2037,253,127,126,3783,1800,1983,0,0,0,57,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,51,18,33,233,107,126,3756,1778,1978,20,20,0,33,22,11
18053010300,393,214,179,3760,1762,1998,393,214,179,3656,1712,1944,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,24,26,0,0,0,44,16,28,393,214,179,3656,1712,1944,0,0,0,42,24,18
18053010400,406,194,212,2563,1323,1240,405,194,211,2540,1306,1234,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,405,194,211,2540,1306,1234,0,0,0,0,0,0
18053010500,1033,461,572,4470,2147,2323,1021,449,572,4382,2101,2281,0,0,0,40,23,17,0,0,0,0,0,0,12,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,13,1021,449,572,4328,2056,2272,0,0,0,54,45,9
18053010600,819,359,460,2940,1404,1536,784,359,425,2689,1286,1403,31,0,31,86,77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12,78,4,0,4,75,29,46,608,348,260,2689,1286,1403,176,11,165,131,30,101
18053010700,195,77,118,3546,1795,1751,157,50,107,3423,1706,1717,38,27,11,55,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,8,0,0,0,48,48,0,100,50,50,3403,1702,1701,57,0,57,88,64,24
18053010800,427,261,166,4330,2198,2132,427,261,166,4191,2076,2115,0,0,0,24,24,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,94,17,427,261,166,4181,2068,2113,0,0,0,46,44,2
18055954701,328,111,217,3412,1740,1672,300,83,217,3342,1694,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,28,28,0,24,0,24,300,83,217,3342,1694,1648,0,0,0,46,46,0
18055954702,217,90,127,3691,1936,1755,193,90,103,3614,1912,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,25,24,0,24,28,0,28,193,90,103,3614,1912,1702,0,0,0,49,24,25
18055954800,748,393,355,3157,1619,1538,748,393,355,3144,1615,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9,748,393,355,3144,1615,1529,0,0,0,0,0,0
18055954900,923,466,457,3842,2055,1787,920,466,454,3738,2000,1738,0,0,0,0,0,0,3,0,3,65,40,25,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,23,15,8,0,0,0,0,0,0,905,460,445,3738,2000,1738,15,6,9,23,15,8
18055955000,770,379,391,2171,1132,1039,739,348,391,2166,1132,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,5,5,0,5,0,5,739,348,391,2145,1116,1029,20,20,0,21,16,5
18055955100,615,232,383,2322,1086,1236,615,232,383,2310,1086,1224,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,232,383,2310,1086,1224,0,0,0,0,0,0
18055955200,299,106,193,2194,1033,1161,282,106,176,2044,1008,1036,0,0,0,84,25,59,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,53,0,53,282,106,176,2044,1008,1036,0,0,0,0,0,0
18055955300,394,161,233,4096,1938,2158,375,151,224,3970,1903,2067,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,16,5,11,0,0,0,0,0,0,9,0,9,64,28,36,0,0,0,46,2,44,375,151,224,3951,1903,2048,9,0,9,83,28,55
18055955400,379,159,220,2991,1496,1495,373,153,220,2983,1488,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,8,0,336,133,203,2962,1480,1482,37,20,17,21,8,13
18057110100,1014,403,611,8456,4293,4163,731,273,458,7289,3723,3566,203,94,109,469,196,273,0,0,0,7,0,7,0,0,0,178,109,69,0,0,0,0,0,0,0,0,0,262,128,134,80,36,44,251,137,114,703,273,430,7126,3625,3501,87,15,72,671,289,382
18057110201,378,171,207,3866,1988,1878,353,154,199,3802,1953,1849,13,13,0,2,0,2,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,9,0,7,4,3,44,17,27,307,134,173,3802,1953,1849,51,20,31,9,9,0
18057110202,659,225,434,5522,2751,2771,600,207,393,5178,2549,2629,0,0,0,64,18,46,12,0,12,0,0,0,0,0,0,41,13,28,0,0,0,0,0,0,47,18,29,113,113,0,0,0,0,126,58,68,437,114,323,5178,2549,2629,210,111,99,158,144,14
18057110300,623,309,314,10387,5145,5242,497,183,314,10078,4980,5098,0,0,0,33,23,10,0,0,0,0,0,0,0,0,0,151,72,79,0,0,0,0,0,0,6,6,0,18,18,0,120,120,0,107,52,55,457,156,301,9964,4914,5050,40,27,13,132,84,48
18057110401,366,205,161,3229,1663,1566,366,205,161,3082,1593,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,70,77,0,0,0,0,0,0,294,159,135,3041,1552,1489,72,46,26,188,111,77
18057110403,647,234,413,7923,4143,3780,647,234,413,6822,3478,3344,0,0,0,168,86,82,0,0,0,0,0,0,0,0,0,378,187,191,0,0,0,25,25,0,0,0,0,202,120,82,0,0,0,328,247,81,647,234,413,6334,3291,3043,0,0,0,708,325,383
18057110404,96,20,76,5031,2430,2601,50,0,50,4557,2211,2346,46,20,26,107,69,38,0,0,0,0,0,0,0,0,0,308,137,171,0,0,0,0,0,0,0,0,0,22,13,9,0,0,0,37,0,37,50,0,50,4557,2211,2346,0,0,0,53,22,31
18057110505,149,54,95,7152,3680,3472,105,30,75,7039,3616,3423,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0,44,24,20,31,31,0,0,0,0,15,7,8,105,30,75,6642,3400,3242,44,24,20,428,247,181
18057110506,804,379,425,7222,3632,3590,759,366,393,7051,3590,3461,0,0,0,114,20,94,0,0,0,0,0,0,45,13,32,57,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,366,393,6974,3561,3413,0,0,0,77,29,48
18057110507,157,65,92,9745,4508,5237,157,65,92,8934,4150,4784,0,0,0,328,163,165,0,0,0,0,0,0,0,0,0,145,55,90,0,0,0,0,0,0,0,0,0,115,18,97,0,0,0,223,122,101,157,65,92,8806,4095,4711,0,0,0,243,73,170
18057110508,422,178,244,7787,3774,4013,396,165,231,7334,3555,3779,0,0,0,121,46,75,0,0,0,0,0,0,0,0,0,135,56,79,0,0,0,0,0,0,26,13,13,64,33,31,0,0,0,133,84,49,313,150,163,7151,3467,3684,109,28,81,360,205,155
18057110509,38,27,11,4469,2162,2307,38,27,11,4415,2138,2277,0,0,0,10,4,6,0,0,0,0,0,0,0,0,0,44,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,11,4415,2138,2277,0,0,0,0,0,0
18057110511,270,106,164,5001,2590,2411,183,51,132,4745,2439,2306,16,16,0,43,43,0,0,0,0,0,0,0,56,24,32,145,82,63,0,0,0,0,0,0,15,15,0,57,26,31,0,0,0,11,0,11,166,51,115,4732,2439,2293,17,0,17,79,35,44
18057110512,268,96,172,4955,2473,2482,268,96,172,4779,2371,2408,0,0,0,115,71,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,46,31,15,268,96,172,4763,2371,2392,0,0,0,31,0,31
18057110600,484,177,307,3082,1539,1543,476,169,307,2957,1432,1525,8,8,0,66,48,18,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,399,123,276,2910,1385,1525,77,46,31,47,47,0
18057110700,432,217,215,2437,1241,1196,294,143,151,2239,1138,1101,13,0,13,113,91,22,74,74,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,51,0,51,64,12,52,294,143,151,2223,1138,1085,0,0,0,27,0,27
18057110804,249,113,136,10572,5034,5538,249,113,136,9313,4425,4888,0,0,0,501,226,275,0,0,0,0,0,0,0,0,0,542,276,266,0,0,0,0,0,0,0,0,0,46,39,7,0,0,0,170,68,102,249,113,136,9099,4335,4764,0,0,0,221,90,131
18057110805,14,0,14,7903,3890,4013,14,0,14,7100,3436,3664,0,0,0,198,131,67,0,0,0,21,21,0,0,0,0,413,214,199,0,0,0,0,0,0,0,0,0,130,88,42,0,0,0,41,0,41,14,0,14,7023,3393,3630,0,0,0,98,64,34
18057110806,384,153,231,10642,5323,5319,339,136,203,8904,4345,4559,17,17,0,686,382,304,0,0,0,0,0,0,28,0,28,532,330,202,0,0,0,0,0,0,0,0,0,53,41,12,0,0,0,467,225,242,256,95,161,8698,4197,4501,100,58,42,331,227,104
18057110807,405,191,214,5490,2751,2739,202,91,111,4283,2173,2110,203,100,103,564,268,296,0,0,0,0,0,0,0,0,0,513,266,247,0,0,0,0,0,0,0,0,0,110,24,86,0,0,0,20,20,0,202,91,111,4142,2130,2012,0,0,0,172,43,129
18057110808,663,240,423,15374,7239,8135,337,110,227,12684,6042,6642,146,10,136,1137,533,604,0,0,0,10,0,10,17,0,17,993,428,565,0,0,0,0,0,0,163,120,43,277,131,146,0,0,0,273,105,168,337,110,227,12180,5880,6300,0,0,0,811,329,482
18057110809,301,119,182,8243,3986,4257,283,101,182,7376,3468,3908,18,18,0,186,144,42,0,0,0,0,0,0,0,0,0,525,304,221,0,0,0,0,0,0,0,0,0,65,26,39,0,0,0,91,44,47,254,83,171,7289,3427,3862,29,18,11,148,57,91
18057110810,215,80,135,6099,2884,3215,183,65,118,5722,2744,2978,15,15,0,260,102,158,0,0,0,0,0,0,0,0,0,97,38,59,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,20,0,20,183,65,118,5710,2732,2978,0,0,0,12,12,0
18057110811,97,24,73,3812,1752,2060,97,24,73,3543,1658,1885,0,0,0,167,66,101,0,0,0,0,0,0,0,0,0,39,0,39,0,0,0,0,0,0,0,0,0,52,17,35,0,0,0,11,11,0,97,24,73,3395,1538,1857,0,0,0,200,137,63
18057110812,128,35,93,5717,2816,2901,99,35,64,5529,2738,2791,0,0,0,18,0,18,0,0,0,30,17,13,29,0,29,84,31,53,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,41,30,11,99,35,64,5377,2651,2726,0,0,0,171,87,84
18057110903,84,24,60,9362,4891,4471,53,10,43,7076,3754,3322,0,0,0,277,153,124,0,0,0,0,0,0,31,14,17,1752,881,871,0,0,0,0,0,0,0,0,0,76,18,58,0,0,0,181,85,96,12,0,12,6846,3601,3245,41,10,31,363,183,180
18057110904,161,125,36,4565,2182,2383,161,125,36,4017,1924,2093,0,0,0,92,64,28,0,0,0,9,0,9,0,0,0,177,86,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,108,162,161,125,36,3933,1924,2009,0,0,0,84,0,84
18057110905,279,102,177,2478,1272,1206,255,102,153,2342,1150,1192,24,0,24,43,43,0,0,0,0,0,0,0,0,0,0,57,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,255,102,153,2118,967,1151,0,0,0,224,183,41
18057110906,22,10,12,6462,3277,3185,22,10,12,5985,3033,2952,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,262,121,141,0,0,0,0,0,0,0,0,0,53,15,38,0,0,0,128,74,54,22,10,12,5920,3006,2914,0,0,0,118,42,76
18057110907,33,15,18,5192,2462,2730,33,15,18,4764,2299,2465,0,0,0,45,30,15,0,0,0,0,0,0,0,0,0,331,95,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,38,14,33,15,18,4624,2235,2389,0,0,0,140,64,76
18057110908,232,80,152,10431,5155,5276,69,0,69,8196,4132,4064,0,0,0,116,35,81,0,0,0,12,12,0,163,80,83,1749,835,914,0,0,0,0,0,0,0,0,0,205,42,163,0,0,0,153,99,54,69,0,69,7979,4033,3946,0,0,0,399,141,258
18057111001,74,23,51,9724,4727,4997,22,11,11,8698,4265,4433,28,0,28,289,135,154,0,0,0,0,0,0,0,0,0,555,257,298,0,0,0,0,0,0,0,0,0,0,0,0,24,12,12,182,70,112,22,11,11,8653,4232,4421,0,0,0,69,57,12
18057111003,117,53,64,4468,2195,2273,117,53,64,4060,2050,2010,0,0,0,288,103,185,0,0,0,0,0,0,0,0,0,71,27,44,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,15,15,0,117,53,64,4035,2050,1985,0,0,0,59,0,59
18057111004,73,35,38,2579,1288,1291,73,35,38,2486,1252,1234,0,0,0,45,16,29,0,0,0,7,0,7,0,0,0,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,10,73,35,38,2478,1252,1226,0,0,0,8,0,8
18057111006,311,102,209,3546,1789,1757,260,71,189,3327,1664,1663,36,16,20,48,28,20,0,0,0,8,0,8,0,0,0,126,68,58,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,37,29,8,235,56,179,3159,1554,1605,25,15,10,176,110,66
18057111007,634,314,320,3304,1538,1766,454,234,220,2785,1300,1485,0,0,0,131,49,82,0,0,0,26,13,13,163,63,100,202,120,82,0,0,0,17,0,17,17,17,0,0,0,0,0,0,0,143,56,87,454,234,220,2763,1278,1485,0,0,0,22,22,0
18057111008,270,174,96,4305,2067,2238,185,89,96,3516,1613,1903,0,0,0,157,95,62,0,0,0,0,0,0,85,85,0,280,164,116,0,0,0,0,0,0,0,0,0,244,171,73,0,0,0,108,24,84,185,89,96,3484,1609,1875,0,0,0,292,175,117
18057111101,88,39,49,3867,1954,1913,88,39,49,3558,1835,1723,0,0,0,73,27,46,0,0,0,12,0,12,0,0,0,173,61,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31,20,88,39,49,3538,1815,1723,0,0,0,32,20,12
18057111102,142,119,23,7763,3750,4013,126,119,7,6709,3248,3461,0,0,0,390,218,172,0,0,0,30,16,14,0,0,0,531,237,294,0,0,0,19,0,19,16,0,16,17,17,0,0,0,0,67,14,53,126,119,7,6629,3180,3449,0,0,0,140,84,56
18059410100,195,104,91,4108,2047,2061,195,104,91,4080,2040,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,0,0,0,15,0,15,195,104,91,4053,2028,2025,0,0,0,40,19,21
18059410200,936,406,530,9251,4341,4910,809,295,514,8417,3914,4503,32,28,4,199,108,91,0,0,0,19,19,0,79,67,12,334,114,220,0,0,0,0,0,0,0,0,0,114,103,11,16,16,0,168,83,85,763,281,482,8199,3800,4399,46,14,32,338,183,155
18059410300,691,318,373,9661,4765,4896,691,318,373,9438,4707,4731,0,0,0,105,11,94,0,0,0,19,0,19,0,0,0,38,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,20,41,691,318,373,9281,4588,4693,0,0,0,157,119,38
18059410400,888,335,553,5279,2494,2785,808,305,503,5162,2457,2705,80,30,50,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,29,7,22,0,0,0,76,30,46,808,305,503,5162,2457,2705,0,0,0,55,21,34
18059410500,469,146,323,2097,1054,1043,399,126,273,2055,1012,1043,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,11,0,0,0,54,15,39,27,27,0,399,126,273,2055,1012,1043,38,12,26,0,0,0
18059410600,771,275,496,4353,2375,1978,688,254,434,4168,2238,1930,0,0,0,86,86,0,0,0,0,16,0,16,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,10,10,0,83,21,62,41,41,0,549,216,333,4141,2230,1911,139,38,101,27,8,19
18059410700,72,42,30,5512,2976,2536,13,13,0,5423,2925,2498,0,0,0,36,18,18,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,50,29,21,7,7,0,0,0,0,46,26,20,13,13,0,5409,2920,2489,50,29,21,21,12,9
18059410800,291,87,204,8473,4203,4270,226,77,149,8330,4143,4187,20,10,10,44,28,16,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,13,0,13,45,0,45,70,32,38,226,77,149,8330,4143,4187,0,0,0,0,0,0
18059410900,445,251,194,7700,3757,3943,433,239,194,6962,3440,3522,0,0,0,629,245,384,0,0,0,0,0,0,12,12,0,8,8,0,0,0,0,0,0,0,0,0,0,29,6,23,0,0,0,72,58,14,421,232,189,6881,3405,3476,12,7,5,146,49,97
18059411000,145,64,81,5650,2870,2780,145,64,81,5484,2822,2662,0,0,0,29,17,12,0,0,0,2,0,2,0,0,0,57,20,37,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,65,11,54,145,64,81,5419,2797,2622,0,0,0,78,25,53
18061060100,671,363,308,5258,2750,2508,590,306,284,5203,2727,2476,0,0,0,0,0,0,0,0,0,48,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,57,24,7,7,0,590,306,284,5203,2727,2476,0,0,0,0,0,0
18061060200,749,321,428,7224,3908,3316,749,321,428,7183,3881,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,14,743,315,428,7183,3881,3302,6,6,0,0,0,0
18061060300,199,55,144,4513,2124,2389,192,55,137,4352,2052,2300,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,63,63,0,0,0,35,9,26,157,55,102,4212,2007,2205,35,0,35,266,108,158
18061060400,868,380,488,6263,3238,3025,810,332,478,5956,3023,2933,10,0,10,46,46,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,114,67,47,48,48,0,138,93,45,810,332,478,5956,3023,2933,0,0,0,156,101,55
18061060500,532,253,279,5369,2598,2771,532,253,279,5175,2534,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,41,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,532,253,279,5175,2534,2641,0,0,0,0,0,0
18061060600,796,322,474,5723,2809,2914,779,305,474,5556,2748,2808,0,0,0,2,2,0,17,17,0,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,100,0,100,779,305,474,5556,2748,2808,0,0,0,123,45,78
18063210102,318,171,147,14664,7292,7372,197,101,96,12496,6228,6268,73,36,37,1351,658,693,0,0,0,38,38,0,48,34,14,438,249,189,0,0,0,0,0,0,0,0,0,132,60,72,0,0,0,209,59,150,131,64,67,12310,6159,6151,66,37,29,341,148,193
18063210103,76,46,30,3495,1677,1818,76,46,30,3469,1669,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,14,76,46,30,3402,1669,1733,0,0,0,93,8,85
18063210104,249,115,134,7302,3659,3643,233,99,134,6716,3348,3368,0,0,0,347,199,148,0,0,0,31,0,31,0,0,0,52,31,21,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,156,81,75,233,99,134,6455,3228,3227,0,0,0,383,204,179
18063210201,509,254,255,3393,1556,1837,151,46,105,3195,1438,1757,276,133,143,32,32,0,0,0,0,0,0,0,0,0,0,157,86,71,0,0,0,0,0,0,71,64,7,9,0,9,11,11,0,0,0,0,151,46,105,3161,1438,1723,71,64,7,34,0,34
18063210202,398,137,261,7795,3841,3954,398,137,261,7557,3741,3816,0,0,0,141,50,91,0,0,0,0,0,0,0,0,0,90,43,47,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,398,137,261,7464,3687,3777,0,0,0,93,54,39
18063210300,261,111,150,5779,2753,3026,259,111,148,5557,2623,2934,0,0,0,144,113,31,0,0,0,0,0,0,2,0,2,74,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,225,102,123,5544,2623,2921,34,9,25,13,0,13
18063210400,272,110,162,4568,2283,2285,272,110,162,4492,2252,2240,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,25,18,269,110,159,4411,2222,2189,3,0,3,81,30,51
18063210501,256,152,104,5539,2570,2969,256,152,104,5418,2505,2913,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,11,0,11,0,0,0,8,0,8,0,0,0,36,20,16,0,0,0,21,0,21,256,152,104,5418,2505,2913,0,0,0,44,20,24
18063210502,611,238,373,5431,2789,2642,611,238,373,5290,2702,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,66,33,33,0,0,0,63,54,9,611,238,373,5278,2702,2576,0,0,0,12,0,12
18063210603,434,172,262,8234,4023,4211,284,63,221,7879,3879,4000,0,0,0,115,46,69,0,0,0,0,0,0,103,73,30,131,53,78,0,0,0,0,0,0,0,0,0,25,15,10,47,36,11,84,30,54,284,63,221,7736,3835,3901,0,0,0,181,59,122
18063210604,499,274,225,12178,6035,6143,483,258,225,10272,5022,5250,16,16,0,1072,591,481,0,0,0,0,0,0,0,0,0,344,175,169,0,0,0,0,0,0,0,0,0,64,35,29,0,0,0,426,212,214,431,222,209,9725,4722,5003,52,36,16,655,364,291
18063210605,164,82,82,8825,4558,4267,164,82,82,8288,4274,4014,0,0,0,236,115,121,0,0,0,0,0,0,0,0,0,90,51,39,0,0,0,0,0,0,0,0,0,61,37,24,0,0,0,150,81,69,164,82,82,7992,4139,3853,0,0,0,357,172,185
18063210606,912,438,474,9274,4665,4609,630,326,304,7418,3818,3600,245,75,170,725,293,432,0,0,0,23,0,23,0,0,0,561,251,310,0,0,0,0,0,0,37,37,0,269,164,105,0,0,0,278,139,139,556,277,279,7181,3687,3494,111,86,25,363,176,187
18063210607,712,208,504,3141,1503,1638,676,199,477,2752,1293,1459,0,0,0,227,161,66,27,0,27,0,0,0,0,0,0,129,32,97,0,0,0,0,0,0,9,9,0,33,17,16,0,0,0,0,0,0,648,199,449,2498,1115,1383,37,9,28,287,195,92
18063210608,140,108,32,3267,1757,1510,140,108,32,2980,1524,1456,0,0,0,177,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,90,36,54,140,108,32,2969,1513,1456,0,0,0,53,43,10
18063210700,364,147,217,7288,3668,3620,338,147,191,7070,3585,3485,0,0,0,67,45,22,0,0,0,0,0,0,0,0,0,67,9,58,0,0,0,0,0,0,0,0,0,39,11,28,26,0,26,45,18,27,327,147,180,7029,3573,3456,11,0,11,89,32,57
18063210801,135,84,51,3230,1510,1720,135,84,51,3193,1474,1719,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,6,5,1,135,84,51,3166,1474,1692,0,0,0,43,16,27
18063210802,454,239,215,3554,1719,1835,454,239,215,3411,1699,1712,0,0,0,44,20,24,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,82,454,239,215,3385,1699,1686,0,0,0,32,0,32
18063210900,252,137,115,3398,1643,1755,252,137,115,3376,1643,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,214,110,104,3359,1635,1724,38,27,11,24,8,16
18063211000,487,199,288,5224,2579,2645,365,133,232,5050,2470,2580,0,0,0,90,67,23,0,0,0,10,10,0,93,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,7,74,32,42,365,133,232,5001,2452,2549,0,0,0,67,23,44
18063211100,226,67,159,3474,1665,1809,226,67,159,3457,1660,1797,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,226,67,159,3417,1642,1775,0,0,0,40,18,22
